name,quantity,notes,final_price,original_price,discount,url
"GLYFOS 41 - Glyphosate 41% SL Herbicide, Weedicide, Weed Controller, Applied On Weeds Like Axonopus Compressus and Cynodon Dactylon, Useful For Tea",1.00 liter,1 Ltr x 1 Qty,487,720,233,https://agribegri.com/products/glyphos-41-online--buy-glyphosate-online--herbicide-online.php
"BACF Nutrixon Cal SL - Calcium, Boron, Amino acids. Prevents Fruit and Flower Dropping, Reduces Biotic And Abiotic Stress, Increases Fruit Size",500.00 ml,500 ML x 1 Qty,410,480,70,https://agribegri.com/products/buy-bacf-nutrixon--cal-sl-calcium-boron-amino-acids.php
"Propen Super - Profenofos 40% + Cypermethrin 4% EC Insecticide For Bollworm complex, Thrips, Aphids, Jassids, Whiteflies",4.00 liter,1 Ltr x 4 Qty,2406,5560,3154,https://agribegri.com/products/profen-super--4-ltr-buy-online--profenofos-online--cypermethrin.php
"EBS Activator Waste Decomposer Bio Fertilizer, Can Convert Waste Into Compost",1.00 liter,1 Ltr x 1 Qty,543,890,347,https://agribegri.com/products/buy-ebs-activator-waste-decomposer-bio-fertilizer-online.php
"EBS Emaan Emamectin Benzoate 5% SG Insecticide, Controls Fruit And Shoot Borer Thrips, Mites.",250.00 gm,250 Gm x 1 Qty,395,1040,645,https://agribegri.com/products/buy-emaan-emamectin-benzote-5-sg-insecticide-online.php
"Agriventure Glypho ( Glyphosate 41% Sl ) Non Selective Herbicide, Control Of A Wide Range Of Weeds",500.00 ml,500 ML x 1 Qty,317,499,182,https://agribegri.com/products/rk-chemicals-glyhpo-glyphosate-41--sl-non-selective-herbicide.php
"Chipku Yellow Sticky Trap - White Fly, Thrips, Leaf Minor, Aphids, Jassids, Non-Toxic, Weather Proof And Long Lasting.",10.00 qty,150 MM X 200 MM,223,250,27,https://agribegri.com/products/chipku-insect-trap-buy-online--supplier-of-insect-trap.php
"Agroveer Banana Special Booster, ICAR Patented Product, Contains Primary Nutrients, Secondary Nutrients And Micronutrients.",5.00 liter,1 Ltr x 5 Qty,2375,2875,500,https://agribegri.com/products/agroveer-banana-special-fertilizer--banana-special-micronutrient.php
"Instafert Combi- M.S Grade no. 2 , EDTA Chelated Mix Micronutrient. Contain Iron, Manganese, and Other micronutrient.",500.00 gm,500 Gm x 1 Qty,665,782,117,https://agribegri.com/products/buy-soil-micronutrient-online---organic-fertilizer--agro-store.php
"BACF Fenel Fipronil 5% SC Contact and Systemic Insecticides , Best For Leafhopper, Gall Midge",250.00 ml,250 ML x 1 Qty,357,440,83,https://agribegri.com/products/buy-bacf-fenel-fipronil-5-sc.php
"Dr. Bacto's Fast-D, Decompose Bacterial Consortia, Waste Decomposer, Helps To Degrade Complex Organic Matter Within a Short Period.",1.00 liter,1 Ltr x 1 Qty,800,941,141,https://agribegri.com/products/buy-waste-decomposer-online--online-agro-store--dr-bactos-.php
"Immun Mango Special, Is a Unique Formulation of Micronutrients with Amino Acid, Growth-Supporting Co-Factors and Bio Stimulant",1.00 liter,1 Ltr x 1 Qty,740,930,190,https://agribegri.com/products/immun-mango-special-1-litre.php
"RK Seeds Melia Dubia Seeds, Malabar Neem Treated Seeds. Multipurpose Use, Fast Growing tree ,Malaivembu tree seed ,plywood and pulp wood tree seeds",500.00 gm,500 Gm x 1 Qty,470,600,130,https://agribegri.com/products/malabar-neem-treated-seeds-500-gm--melia-dubia-seed-500-gm.php
"Neptune Electric 2 in 1 Grass Trimmer & Brush Cutter (BC-1200 E), Transform any Overgrown Outdoor Lawn into an Attractive, Well-Manicured Space",1.00 qty,,8472,13000,4528,https://agribegri.com/products/-brush-cutter-bc-1200e--buy-brush-cutter-online---best-price.php
"SOFT - Carbendazim 12% + Mancozeb 63% WP Fungicide, Use Against Blast, Leaf Spot , Collar Rot, Root Rot, Early And Late Blight, Blister Blight",1.00 kg,500 Gm x 2 Qty,548,904,356,https://agribegri.com/products/-soft---best-fungicide--fungicide-online--price-of-fungicide.php
PRAHAR - Lambda Cyhalothrin 5% EC For Controls Sucking and Lepidopteron Pests in Various Crops.,1.00 liter,1 Ltr x 1 Qty,410,817,407,https://agribegri.com/products/prahar-1-litre--lambda-cyhalothrin-online--insecticide-online.php
"FOST ROOTEX - Soil Conditioner & pH Balancer, Increase the Plant Root Growth and Metabolism",500.00 ml,500 ML x 1 Qty,350,420,70,https://agribegri.com/products/rootex-500-ml--soil-conditioner-and-ph-balancer--silica.php
"BACF Hoard XT Paclobutrazol 23% SC, Plant Growth Regulator, Specially for Fruits",50.00 ml,50 ML x 1 Qty,248,350,102,https://agribegri.com/products/buy-hoard-xt-paclobutrazol-23-sc.php
"HPM 24 KARAT (Gibberellic Acid 0.001% L), Unique Combination Of Seaweed Extracts And Gibberellic Acid",1.00 liter,500 ML x 2 Qty,725,1250,525,https://agribegri.com/products/buy-plant-promoter-online--buy-hpm-24-karat-online--agrostore.php
"RK Seeds Napier Grass Seeds , Elephant Grass Seeds , Fodder seeds , Grass seeds , Napier grass  High yield variety grass seeds ,cattle grass seeds",500.00 gm,500 Gm x 1 Qty,625,700,75,https://agribegri.com/products/buy-napier-grass-seed-online-in-india--napier-grass-seed.php
"Accon Pest Infestation , Organic Pesticide (IMO Certified Product), Best Against Aphids, Thrips, Mites",250.00 ml,250 ML x 1 Qty,389,539,150,https://agribegri.com/products/accon---pest-infestation--organic-pesticide--agribegricom.php
"Tomato Dragon F1 Hybrid - Shine Brand Seeds, Tamatar Ke Beej, Vegetable Seeds",10.00 gm,10 Gm x 1 Qty,1179,2150,971,https://agribegri.com/products/tomato-f1-dragon--vegetable-seeds-online-.php
"Green Garden Shade Net - Genuine 50% Shade Mesh, Semi Virgin, Economical Range",1.00 qty,3 x 50 Mtr,2030,4100,2070,https://agribegri.com/products/green-shade-net---50-shade-semi-virgin-economical-range-non-u.php
Gibrax SP186 - Gibberellic Acid 0.186% SP Increases Fruit and Flower Size and Helps in Overall Plant Growth,500.00 gm,500 Gm x 1 Qty,549,1050,501,https://agribegri.com/products/gibberellic-acid-at-best-price--plant-growth-products-online.php
"Farmio - Sudarshan Accessories, Easy to Use And Fit For Grass cutter, Heavy Duty Material.",1.00 set,3 Blades,460,599,139,https://agribegri.com/products/farmio-sudarshan-cutter-blade-8-inches--brush-cutter-accessories.php
"Oxizinc-395 , Zinc Oxide 39.5% Micronutrient , Zinc Fertilizer, Used For Paddy, Sugarcane, Maize, Cotton, Vegetables, Ginger, etc.",1.00 liter,1 Ltr x 1 Qty,954,1700,746,https://agribegri.com/products/oxizinc-395--zinc-oxide-395-micronutrient-fertilizer--zinc-.php
"PERADEX - Paraquat Dichloride 24% SL Non Selective Herbicide, Useful Against Weeds Like Imperata cylendrica, Setaria sp., Commelina benghalensis",1.00 liter,1 Ltr x 1 Qty,368,650,282,https://agribegri.com/products/peradex-1-litre--paraquat-dichloride-online--herbicide-online.php
"Urja Zucchini F1 Hybrid Titan (Dark Green) Vegetable Seeds, Best Germination Quality.",10.00 gm,10 Gm x 1 Qty,290,400,110,https://agribegri.com/products/urja-zucchini-f-1-hybrid-dark-green-10-gm.php
"Imuen Growth and Immunity Booster, Enhance Immunity ,Pest Repellent, Checks Flower Dropping, Reduces Immature Dropping, Contain Amino Acid, Cytokinin.",1.00 liter,100 ML x 10 Qty,1041,1200,159,https://agribegri.com/products/imuen-buy-online--growth-promoter-plus-immunity-booster.php
"Coromandel Fantac Plus Plant Growth Promoter, Enriched with Amino Acids, Vitamins and Proteins.",100.00 ml,100 ML x 1 Qty,336,430,94,https://agribegri.com/products/coromandel-fantac-plus-plant-growth-promoter.php
"Pad Corp Spark Battery Operated Sprayer, Light Weight, 16 Liter Tank Capacity (Color-Sky Blue) 6 Month Battery Warranty, Digital Volt Meter",1.00 qty,12 Volt X 8 Amp,3129,8000,4871,https://agribegri.com/products/buy-18-l-battery-operated-sprayer-online--agricultural-sprayers-.php
